dataset_id,table,level,taxon,n_images,n_observations
mushroom_observer,fungi_all_images,species,Lactarius fluens,7.0,2.0
mushroom_observer,fungi_all_images,species,Lactarius plumbeus,7.0,2.0
mushroom_observer,fungi_all_images,species,Lactocollybia angiospermarum,7.0,2.0
mushroom_observer,fungi_all_images,species,Lactocollybia sp. 'FL02',7.0,2.0
mushroom_observer,fungi_all_images,species,Laetiporus baudonii,7.0,2.0
mushroom_observer,fungi_all_images,species,Lecanora bicincta,7.0,2.0
mushroom_observer,fungi_all_images,species,Lecanora glabrata,7.0,2.0
mushroom_observer,fungi_all_images,species,Leucoagaricus cinereolilacinus,7.0,2.0
mushroom_observer,fungi_all_images,species,Leucoagaricus flammeotinctoides,7.0,2.0
mushroom_observer,fungi_all_images,species,Leucoagaricus fragilis,7.0,2.0
mushroom_observer,fungi_all_images,species,Leucoagaricus sp. 'IN40',7.0,2.0
mushroom_observer,fungi_all_images,species,Leucoagaricus sp. 'IN55',7.0,2.0
mushroom_observer,fungi_all_images,species,Leucopaxillus sp. 'MO01',7.0,2.0
mushroom_observer,fungi_all_images,species,Lyomyces orientalis,7.0,2.0
mushroom_observer,fungi_all_images,species,Mallocybe leucothrix,7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmiellus sp. 'candidus-CA01',7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmius aurantioferrugineus,7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmius corbariensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmius griseoroseus,7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmius madagascariensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Marasmius ruforotula,7.0,2.0
mushroom_observer,fungi_all_images,species,Masonhalea richardsonii,7.0,2.0
mushroom_observer,fungi_all_images,species,Melanohalea subelegantula,7.0,2.0
mushroom_observer,fungi_all_images,species,Melanoleuca grammopodia,7.0,2.0
mushroom_observer,fungi_all_images,species,Merismodes sp. 'anomala-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Micarea endocyanea,7.0,2.0
mushroom_observer,fungi_all_images,species,Microbotryum stellariae,7.0,2.0
mushroom_observer,fungi_all_images,species,Microglossum griseoviride,7.0,2.0
mushroom_observer,fungi_all_images,species,Microglossum sp. 'IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Mollisia fusca,7.0,2.0
mushroom_observer,fungi_all_images,species,Mollisia nigrescens,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycena austrofilopes,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycena erubescens,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycena longiseta,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycena manipularis,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycena sp. 'haematopus-VT01',7.0,2.0
mushroom_observer,fungi_all_images,species,Mycobonia flava,7.0,2.0
mushroom_observer,fungi_all_images,species,Mycopan sp. 'IN02',7.0,2.0
mushroom_observer,fungi_all_images,species,Mycorrhaphium sp. 'adustum-IN02',7.0,2.0
mushroom_observer,fungi_all_images,species,Neoboletus huronensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Neogyromitra caroliniana,7.0,2.0
mushroom_observer,fungi_all_images,species,Neonectria magnoliae,7.0,2.0
mushroom_observer,fungi_all_images,species,Nolanea conica,7.0,2.0
mushroom_observer,fungi_all_images,species,Nolanea pseudostrictia,7.0,2.0
mushroom_observer,fungi_all_images,species,Oligoporus pelliculosus,7.0,2.0
mushroom_observer,fungi_all_images,species,Opegrapha rupestris,7.0,2.0
mushroom_observer,fungi_all_images,species,Opegrapha xerica,7.0,2.0
mushroom_observer,fungi_all_images,species,Ophiocordyceps engleriana,7.0,2.0
mushroom_observer,fungi_all_images,species,Otidea sp. 'bufonia-PA01',7.0,2.0
mushroom_observer,fungi_all_images,species,Oudemansiella flavo-olivacea,7.0,2.0
mushroom_observer,fungi_all_images,species,Parasola miser,7.0,2.0
mushroom_observer,fungi_all_images,species,Parmotrema sulphuratum,7.0,2.0
mushroom_observer,fungi_all_images,species,Parmotrema zollingeri,7.0,2.0
mushroom_observer,fungi_all_images,species,Paxillus sp. 'IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Pertusaria ostiolata,7.0,2.0
mushroom_observer,fungi_all_images,species,Phaeoclavulina sp. 'IN02',7.0,2.0
mushroom_observer,fungi_all_images,species,Phanerochaete livescens,7.0,2.0
mushroom_observer,fungi_all_images,species,Phlebopus xanthopus,7.0,2.0
mushroom_observer,fungi_all_images,species,Phlegmacium sp. 'CA05',7.0,2.0
mushroom_observer,fungi_all_images,species,Phylloscypha sesiana,7.0,2.0
mushroom_observer,fungi_all_images,species,Phyllosticta convallariae,7.0,2.0
mushroom_observer,fungi_all_images,species,Physisporinus rivulosus,7.0,2.0
mushroom_observer,fungi_all_images,species,Picipes sp. 'ID01',7.0,2.0
mushroom_observer,fungi_all_images,species,Pisolithus sp. 'tinctorius-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Pluteus sp. 'IN21',7.0,2.0
mushroom_observer,fungi_all_images,species,Polyozellus mariae,7.0,2.0
mushroom_observer,fungi_all_images,species,Porodaedalea sp. '1',7.0,2.0
mushroom_observer,fungi_all_images,species,Pseudoclitocybe sp. 'cyathiformis-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Pseudocyphellaria freycinetii,7.0,2.0
mushroom_observer,fungi_all_images,species,Psilocybe thaiaerugineomaculans,7.0,2.0
mushroom_observer,fungi_all_images,species,Pulveroboletus ridleyi,7.0,2.0
mushroom_observer,fungi_all_images,species,Pulvinula sp. 'IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Quasipucciniastrum ochraceum,7.0,2.0
mushroom_observer,fungi_all_images,species,Ramaria highlandensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Ramaria sp. 'IN08',7.0,2.0
mushroom_observer,fungi_all_images,species,Ramularia conspicua,7.0,2.0
mushroom_observer,fungi_all_images,species,Rhizocarpon eupetraeum,7.0,2.0
mushroom_observer,fungi_all_images,species,Rigidoporus umbonatipes,7.0,2.0
mushroom_observer,fungi_all_images,species,Rimbachia neckerae,7.0,2.0
mushroom_observer,fungi_all_images,species,Rinodina bolanderi,7.0,2.0
mushroom_observer,fungi_all_images,species,Russula amoena,7.0,2.0
mushroom_observer,fungi_all_images,species,Russula cinerascens,7.0,2.0
mushroom_observer,fungi_all_images,species,Russula sp. 'IN44',7.0,2.0
mushroom_observer,fungi_all_images,species,Russula sp. 'MI03',7.0,2.0
mushroom_observer,fungi_all_images,species,Russula sp. 'brevipes-MI01',7.0,2.0
mushroom_observer,fungi_all_images,species,Sarcodon versipellis,7.0,2.0
mushroom_observer,fungi_all_images,species,Scleroderma sp. 'MI01',7.0,2.0
mushroom_observer,fungi_all_images,species,Sclerotium rolfsii,7.0,2.0
mushroom_observer,fungi_all_images,species,Scutellinia legaliae,7.0,2.0
mushroom_observer,fungi_all_images,species,Scutellinia pseudotrechispora,7.0,2.0
mushroom_observer,fungi_all_images,species,Sebacina sp. 'incrustans-MI01',7.0,2.0
mushroom_observer,fungi_all_images,species,Sistotrema sp. 'MI02',7.0,2.0
mushroom_observer,fungi_all_images,species,Skeletocutis chrysella,7.0,2.0
mushroom_observer,fungi_all_images,species,Spodocybe sp. 'IA01',7.0,2.0
mushroom_observer,fungi_all_images,species,Sporothrix sp. 'epigloea-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Staurothele areolata,7.0,2.0
mushroom_observer,fungi_all_images,species,Stereocaulon sasakii,7.0,2.0
mushroom_observer,fungi_all_images,species,Suillus volcanalis,7.0,2.0
mushroom_observer,fungi_all_images,species,Tarzetta sp. 'IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Thelephora sp. 'IN08',7.0,2.0
mushroom_observer,fungi_all_images,species,Thelephora sp. 'scissilis-MI01',7.0,2.0
mushroom_observer,fungi_all_images,species,Tomentellopsis pusilla,7.0,2.0
mushroom_observer,fungi_all_images,species,Trametes flavida,7.0,2.0
mushroom_observer,fungi_all_images,species,Tremella sp. 'fuciformis-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Tremelloscypha gelatinosa,7.0,2.0
mushroom_observer,fungi_all_images,species,Trichoderma americanum,7.0,2.0
mushroom_observer,fungi_all_images,species,Trichoderma cornu-damae,7.0,2.0
mushroom_observer,fungi_all_images,species,Tricholoma sp. 'IN03',7.0,2.0
mushroom_observer,fungi_all_images,species,Tricholoma sp. 'IN07',7.0,2.0
mushroom_observer,fungi_all_images,species,Tricholoma sp. 'IN13',7.0,2.0
mushroom_observer,fungi_all_images,species,Tricholomopsis bella,7.0,2.0
mushroom_observer,fungi_all_images,species,Tuber californicum,7.0,2.0
mushroom_observer,fungi_all_images,species,Tulostoma niveum,7.0,2.0
mushroom_observer,fungi_all_images,species,Tyromyces sp. 'galactinus-IN01',7.0,2.0
mushroom_observer,fungi_all_images,species,Usnea angulata,7.0,2.0
mushroom_observer,fungi_all_images,species,Usnea baileyi,7.0,2.0
mushroom_observer,fungi_all_images,species,Usnea bogotensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Ustilago bullata,7.0,2.0
mushroom_observer,fungi_all_images,species,Variospora aurantia,7.0,2.0
mushroom_observer,fungi_all_images,species,Verpa chicoensis,7.0,2.0
mushroom_observer,fungi_all_images,species,Volvariella cinerea,7.0,2.0
mushroom_observer,fungi_all_images,species,Xanthoria rutilans,7.0,2.0
mushroom_observer,fungi_all_images,species,Xylaria terricola,7.0,2.0
mushroom_observer,fungi_all_images,species,Acarospora elevata,7.0,1.0
mushroom_observer,fungi_all_images,species,Agaricus argyropotamicus,7.0,1.0
mushroom_observer,fungi_all_images,species,Agaricus flocculosipes,7.0,1.0
mushroom_observer,fungi_all_images,species,Agaricus praeclaresquamosus,7.0,1.0
mushroom_observer,fungi_all_images,species,Agaricus sp. 'RWK2125',7.0,1.0
mushroom_observer,fungi_all_images,species,Alternaria papavericola,7.0,1.0
mushroom_observer,fungi_all_images,species,Alternaria ventricosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita coacta,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita herrerae,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita kundabungii,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita pseudosychnopyramis,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita scalaris,7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. '63',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'AUS10',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'AUS19',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'M34',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'NB01',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'PA05',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'farinosa-OH02',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita sp. 'salmonriverensis',7.0,1.0
mushroom_observer,fungi_all_images,species,Amanita whartonensis,7.0,1.0
mushroom_observer,fungi_all_images,species,Amniculicola parva,7.0,1.0
mushroom_observer,fungi_all_images,species,Arachnopeziza fitzpatrickii,7.0,1.0
mushroom_observer,fungi_all_images,species,Arthonia frostiicola,7.0,1.0
mushroom_observer,fungi_all_images,species,Artomyces nothofagi,7.0,1.0
mushroom_observer,fungi_all_images,species,Ascopolyporus villosus,7.0,1.0
mushroom_observer,fungi_all_images,species,Aspergillus iizukae,7.0,1.0
mushroom_observer,fungi_all_images,species,Aspicilia candida,7.0,1.0
mushroom_observer,fungi_all_images,species,Aspicilia fumosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Baeomyces placophyllus,7.0,1.0
mushroom_observer,fungi_all_images,species,Baltazaria galactina,7.0,1.0
mushroom_observer,fungi_all_images,species,Baorangia sp. 'PA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Baorangia sp. 'bicolor-IN02',7.0,1.0
mushroom_observer,fungi_all_images,species,Biscogniauxia repanda,7.0,1.0
mushroom_observer,fungi_all_images,species,Bisporella mexicana,7.0,1.0
mushroom_observer,fungi_all_images,species,Boletus sp. 'MS01',7.0,1.0
mushroom_observer,fungi_all_images,species,Bondarzewiaceae sp. 'CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Byssomerulius sp. 'corium-GA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Calopadia puiggarii,7.0,1.0
mushroom_observer,fungi_all_images,species,Caloplaca arizonica,7.0,1.0
mushroom_observer,fungi_all_images,species,Caloplaca litoricola,7.0,1.0
mushroom_observer,fungi_all_images,species,Calvatia candida,7.0,1.0
mushroom_observer,fungi_all_images,species,Campanella vinosolivida,7.0,1.0
mushroom_observer,fungi_all_images,species,Ceraceomerulius rubicundus,7.0,1.0
mushroom_observer,fungi_all_images,species,Cerioporus admirabilis,7.0,1.0
mushroom_observer,fungi_all_images,species,Cetradonia linearis,7.0,1.0
mushroom_observer,fungi_all_images,species,Chaetomium trigonosporum,7.0,1.0
mushroom_observer,fungi_all_images,species,Cheilymenia pulcherrima,7.0,1.0
mushroom_observer,fungi_all_images,species,Chlorophyllum arizonicum,7.0,1.0
mushroom_observer,fungi_all_images,species,Chloroscypha chloromela,7.0,1.0
mushroom_observer,fungi_all_images,species,Chromocyphella galeata,7.0,1.0
mushroom_observer,fungi_all_images,species,Cladina leiodea,7.0,1.0
mushroom_observer,fungi_all_images,species,Cladonia nashii,7.0,1.0
mushroom_observer,fungi_all_images,species,Clavaria sp. 'IN04',7.0,1.0
mushroom_observer,fungi_all_images,species,Clitocybe formosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Clitopilus velutinus,7.0,1.0
mushroom_observer,fungi_all_images,species,Coniophora arachnoidea,7.0,1.0
mushroom_observer,fungi_all_images,species,Conocybe ambigua,7.0,1.0
mushroom_observer,fungi_all_images,species,Conocybe sp. 'CA20',7.0,1.0
mushroom_observer,fungi_all_images,species,Coprinellus sp. 'bipellis-CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Coprinopsis sp. 'VA02',7.0,1.0
mushroom_observer,fungi_all_images,species,Coprinopsis sylvicola,7.0,1.0
mushroom_observer,fungi_all_images,species,Coprinus levisticolens,7.0,1.0
mushroom_observer,fungi_all_images,species,Cordyceps mexicana,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius albogaudis,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius alpinus,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius caesiocanescens,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius flos-paludis,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius mammillatus,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius perplexus,7.0,1.0
mushroom_observer,fungi_all_images,species,Cortinarius sp. 'AZ04',7.0,1.0
mushroom_observer,fungi_all_images,species,Crepidotus sp. 'FL01',7.0,1.0
mushroom_observer,fungi_all_images,species,Cryptomarasmius exustoides,7.0,1.0
mushroom_observer,fungi_all_images,species,Cyberlindnera maclurae,7.0,1.0
mushroom_observer,fungi_all_images,species,Cylindrobasidium corrugum,7.0,1.0
mushroom_observer,fungi_all_images,species,Deconica sp. 'NC01',7.0,1.0
mushroom_observer,fungi_all_images,species,Deconica sp. 'PR01',7.0,1.0
mushroom_observer,fungi_all_images,species,Dermocybe cascadensis,7.0,1.0
mushroom_observer,fungi_all_images,species,Diaporthe eres,7.0,1.0
mushroom_observer,fungi_all_images,species,Diplocarpon mali,7.0,1.0
mushroom_observer,fungi_all_images,species,Diplotomma penichrum,7.0,1.0
mushroom_observer,fungi_all_images,species,Discosia maculicola,7.0,1.0
mushroom_observer,fungi_all_images,species,Endothiella singularis,7.0,1.0
mushroom_observer,fungi_all_images,species,Entocybe turbida,7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma chlorospilum,7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma egonii,7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma sp. 'CA03',7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma sp. 'murrayi-MX02',7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma sp. 'nidorosum-PNW08',7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma sp. 'sanvitalense-KMF209',7.0,1.0
mushroom_observer,fungi_all_images,species,Entoloma umbiliciforme,7.0,1.0
mushroom_observer,fungi_all_images,species,Ephemerocybe sp. 'KMF179',7.0,1.0
mushroom_observer,fungi_all_images,species,Epithele sulphurea,7.0,1.0
mushroom_observer,fungi_all_images,species,Erysiphe viburni,7.0,1.0
mushroom_observer,fungi_all_images,species,Flagelloscypha langloisii,7.0,1.0
mushroom_observer,fungi_all_images,species,Galerina cephalotricha,7.0,1.0
mushroom_observer,fungi_all_images,species,Geastrum sp. 'MX01',7.0,1.0
mushroom_observer,fungi_all_images,species,Glonium graphicum,7.0,1.0
mushroom_observer,fungi_all_images,species,Glypholecia scabra,7.0,1.0
mushroom_observer,fungi_all_images,species,Golovinomyces sp. 'VA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Guepiniopsis sp. 'alpina-CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Gymnopilus magnificus,7.0,1.0
mushroom_observer,fungi_all_images,species,Gymnopus portoricensis,7.0,1.0
mushroom_observer,fungi_all_images,species,Gymnopus sp. 'androsaceus-PA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Helvella sp. 'MI03',7.0,1.0
mushroom_observer,fungi_all_images,species,Hemileucoglossum sp. 'IN01',7.0,1.0
mushroom_observer,fungi_all_images,species,Hemimycena setulosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Hygrocybe sp. 'LA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Hypocrea lutea,7.0,1.0
mushroom_observer,fungi_all_images,species,Hypocrea moravica,7.0,1.0
mushroom_observer,fungi_all_images,species,Hypoxylon pulicicidum,7.0,1.0
mushroom_observer,fungi_all_images,species,Hypoxylon tinctor,7.0,1.0
mushroom_observer,fungi_all_images,species,Hysterobrevium sp. 'MI01',7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe digitula,7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe phaeoleuca,7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe porcorum,7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe prominens,7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe renispora,7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe sp. 'CA09',7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe sp. 'CA39',7.0,1.0
mushroom_observer,fungi_all_images,species,Inocybe sp. 'IN34',7.0,1.0
mushroom_observer,fungi_all_images,species,Irpex litschaueri,7.0,1.0
mushroom_observer,fungi_all_images,species,Lachnum nudipes,7.0,1.0
mushroom_observer,fungi_all_images,species,Lactarius sp. 'montanus-CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Leccinum subtestaceum,7.0,1.0
mushroom_observer,fungi_all_images,species,Lecidea protabacina,7.0,1.0
mushroom_observer,fungi_all_images,species,Legaliana sp. 'PNW03',7.0,1.0
mushroom_observer,fungi_all_images,species,Lentinellus brunnescens,7.0,1.0
mushroom_observer,fungi_all_images,species,Leotia sp. 'atrovirens-WV01',7.0,1.0
mushroom_observer,fungi_all_images,species,Lepiota sp. 'TAC777',7.0,1.0
mushroom_observer,fungi_all_images,species,Lepiota sp. 'cortinarius-CT01',7.0,1.0
mushroom_observer,fungi_all_images,species,Lepiota subgracilis,7.0,1.0
mushroom_observer,fungi_all_images,species,Lepista sublilacina,7.0,1.0
mushroom_observer,fungi_all_images,species,Leptogium arsenei,7.0,1.0
mushroom_observer,fungi_all_images,species,Leptogium imbricatum,7.0,1.0
mushroom_observer,fungi_all_images,species,Leptosphaeria eustoma,7.0,1.0
mushroom_observer,fungi_all_images,species,Leucoagaricus bisporus,7.0,1.0
mushroom_observer,fungi_all_images,species,Leucoagaricus sp. 'IN10',7.0,1.0
mushroom_observer,fungi_all_images,species,Leucocoprinus castroi,7.0,1.0
mushroom_observer,fungi_all_images,species,Leucocoprinus sp. 'BE144',7.0,1.0
mushroom_observer,fungi_all_images,species,Leucocoprinus sp. 'candidus-BE121',7.0,1.0
mushroom_observer,fungi_all_images,species,Leucophleps levispora,7.0,1.0
mushroom_observer,fungi_all_images,species,Lignoscripta atroalba,7.0,1.0
mushroom_observer,fungi_all_images,species,Limacella sp. 'L-WA02',7.0,1.0
mushroom_observer,fungi_all_images,species,Macrocybe sardoa,7.0,1.0
mushroom_observer,fungi_all_images,species,Mallocybe latifolia,7.0,1.0
mushroom_observer,fungi_all_images,species,Marasmiellus pseudoluxurians,7.0,1.0
mushroom_observer,fungi_all_images,species,Marasmius coniatus,7.0,1.0
mushroom_observer,fungi_all_images,species,Marasmius croceus,7.0,1.0
mushroom_observer,fungi_all_images,species,Marasmius olivascenticeps,7.0,1.0
mushroom_observer,fungi_all_images,species,Miriquidica scotopholis,7.0,1.0
mushroom_observer,fungi_all_images,species,Mycena sp. 'silvae-nigrae-IN01',7.0,1.0
mushroom_observer,fungi_all_images,species,Mycena subplicosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Mycena thymicola,7.0,1.0
mushroom_observer,fungi_all_images,species,Mycena urania,7.0,1.0
mushroom_observer,fungi_all_images,species,Mycomicrothelia confusa,7.0,1.0
mushroom_observer,fungi_all_images,species,Mycosphaerella lineolata,7.0,1.0
mushroom_observer,fungi_all_images,species,Myxarium podlachicum,7.0,1.0
mushroom_observer,fungi_all_images,species,Myxarium sp. 'CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Navisporus floccosus,7.0,1.0
mushroom_observer,fungi_all_images,species,Nectriopsis lecanodes,7.0,1.0
mushroom_observer,fungi_all_images,species,Neodermea sp. 'MI01',7.0,1.0
mushroom_observer,fungi_all_images,species,Nigrofomes sinomelanoporus,7.0,1.0
mushroom_observer,fungi_all_images,species,Nolanea sp. 'CA03',7.0,1.0
mushroom_observer,fungi_all_images,species,Ophiocordyceps sp. 'stylophora-IN01',7.0,1.0
mushroom_observer,fungi_all_images,species,Orbilia sp. 'oc2200229',7.0,1.0
mushroom_observer,fungi_all_images,species,Orbilia trapeziformis,7.0,1.0
mushroom_observer,fungi_all_images,species,Otidea brunneoparva,7.0,1.0
mushroom_observer,fungi_all_images,species,Otidea sp. 'NY01',7.0,1.0
mushroom_observer,fungi_all_images,species,Panaeolus sp. 'cinctulus-CA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Paralepistopsis acromelalga,7.0,1.0
mushroom_observer,fungi_all_images,species,Paxillus panuoides,7.0,1.0
mushroom_observer,fungi_all_images,species,Pertusaria melanochlora,7.0,1.0
mushroom_observer,fungi_all_images,species,Pezicula cinnamomea,7.0,1.0
mushroom_observer,fungi_all_images,species,Peziza granulosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Peziza labessiana,7.0,1.0
mushroom_observer,fungi_all_images,species,Peziza sp. 'CA02',7.0,1.0
mushroom_observer,fungi_all_images,species,Phaeocollybia sp. 'PNW03',7.0,1.0
mushroom_observer,fungi_all_images,species,Phaeographis smithii,7.0,1.0
mushroom_observer,fungi_all_images,species,Phaeosphaeria culmorum,7.0,1.0
mushroom_observer,fungi_all_images,species,Phallogaster sp. 'PA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Phlegmacium luteobrunnescens,7.0,1.0
mushroom_observer,fungi_all_images,species,Phlegmacium superbum,7.0,1.0
mushroom_observer,fungi_all_images,species,Pholiotina sp. 'CO01',7.0,1.0
mushroom_observer,fungi_all_images,species,Pleurotus smithii,7.0,1.0
mushroom_observer,fungi_all_images,species,Pluteus nigrofloccosus,7.0,1.0
mushroom_observer,fungi_all_images,species,Pluteus olivaceus,7.0,1.0
mushroom_observer,fungi_all_images,species,Pluteus sp. 'KMF76',7.0,1.0
mushroom_observer,fungi_all_images,species,Pluteus sp. 'OH02',7.0,1.0
mushroom_observer,fungi_all_images,species,Podospora curvicolla,7.0,1.0
mushroom_observer,fungi_all_images,species,Polyporus sp. 'FL01',7.0,1.0
mushroom_observer,fungi_all_images,species,Protoblastenia cyclospora,7.0,1.0
mushroom_observer,fungi_all_images,species,Psathyrella borealis,7.0,1.0
mushroom_observer,fungi_all_images,species,Psathyrella romellii,7.0,1.0
mushroom_observer,fungi_all_images,species,Psathyrella sp. 'KMF47',7.0,1.0
mushroom_observer,fungi_all_images,species,Puccinia falcariae,7.0,1.0
mushroom_observer,fungi_all_images,species,Puccinia horiana,7.0,1.0
mushroom_observer,fungi_all_images,species,Ramaria sp. 'IN10',7.0,1.0
mushroom_observer,fungi_all_images,species,Ramaria sp. 'MI09',7.0,1.0
mushroom_observer,fungi_all_images,species,Ramariopsis sp. 'MI03',7.0,1.0
mushroom_observer,fungi_all_images,species,Ramariopsis sp. 'crocea-IN01',7.0,1.0
mushroom_observer,fungi_all_images,species,Rinodina innata,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula alboareolata,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula citrinochlora,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula ellenae,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula hortensis,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula pusilliformis,7.0,1.0
mushroom_observer,fungi_all_images,species,Russula sp. 'FL04',7.0,1.0
mushroom_observer,fungi_all_images,species,Russula sp. 'TAC803',7.0,1.0
mushroom_observer,fungi_all_images,species,Saccobolus minimoides,7.0,1.0
mushroom_observer,fungi_all_images,species,Saproamanita codinae,7.0,1.0
mushroom_observer,fungi_all_images,species,Saproamanita flavofloccosa,7.0,1.0
mushroom_observer,fungi_all_images,species,Sarcodon portoricensis,7.0,1.0
mushroom_observer,fungi_all_images,species,Sarcosoma mexicanum,7.0,1.0
mushroom_observer,fungi_all_images,species,Septoria albopunctata,7.0,1.0
mushroom_observer,fungi_all_images,species,Strobilomyces sp. 'PA01',7.0,1.0
mushroom_observer,fungi_all_images,species,Taphrina californica,7.0,1.0
mushroom_observer,fungi_all_images,species,Taphrina tormentillae,7.0,1.0
mushroom_observer,fungi_all_images,species,Thelephora sp. 'MI06',7.0,1.0
mushroom_observer,fungi_all_images,species,Trechispora christiansenii,7.0,1.0
mushroom_observer,fungi_all_images,species,Trichoderma tremelloides,7.0,1.0
mushroom_observer,fungi_all_images,species,Trichoglossum sp. 'MI03',7.0,1.0
mushroom_observer,fungi_all_images,species,Trichoglossum sp. 'hirsutum-MI01',7.0,1.0
mushroom_observer,fungi_all_images,species,Tritirachium oryzae,7.0,1.0
mushroom_observer,fungi_all_images,species,Tropicoporus sp. 'TN01',7.0,1.0
mushroom_observer,fungi_all_images,species,Tylopilus obscureviolaceus,7.0,1.0
mushroom_observer,fungi_all_images,species,Tympanis pithya,7.0,1.0
mushroom_observer,fungi_all_images,species,Umbilicaria decussata,7.0,1.0
mushroom_observer,fungi_all_images,species,Urocystis erythronii,7.0,1.0
mushroom_observer,fungi_all_images,species,Uromyces pisi-sativi,7.0,1.0
mushroom_observer,fungi_all_images,species,Verrucaria margacea,7.0,1.0
mushroom_observer,fungi_all_images,species,Volvopluteus sp. 'FL02',7.0,1.0
mushroom_observer,fungi_all_images,species,Xanthagaricus ianthinus,7.0,1.0
mushroom_observer,fungi_all_images,species,Xylaria melanaxis,7.0,1.0
mushroom_observer,fungi_all_images,species,Zhuliangomyces ochraceoluteus,7.0,1.0
mushroom_observer,fungi_all_images,species,Arachnopeziza nivea,6.0,5.0
